epoch,lambda_rank,margin,L_total,L_pix,L_vgg,L_KL_raw,L_rank,time_sec,ckpt_path
1,1.0,0.1,1.5578090322756135,0.04260040621759485,2.5484843289957637,0.8496871844329665,0.2603586755974435,658.5069797039032,
2,1.0,0.1,1.4484902381896974,0.04234738105627815,2.476345013622689,0.8665690028298217,0.15850835172554417,657.7287676334381,
3,1.0,0.1,1.43209670265164,0.045027312474012114,2.515987298868399,0.8228218780945887,0.13546886852394716,654.4395146369934,
4,1.0,0.1,1.3711331403888432,0.04265708422238848,2.4284488184262165,0.7938347858269658,0.08562734116986118,645.8534092903137,
5,1.0,0.1,1.3565769565316428,0.04257208698025319,2.4053112525855544,0.6691862212081926,0.07347374171691193,691.5308547019958,/home/projectwork/student_package/day11_day12/task12/day11b_pristine_rank/lambda_1.0/checkpoints/epoch_0005.pth
6,1.0,0.1,1.3411280619887125,0.04223577384054002,2.3589786066945675,0.7656922013886207,0.06299442372275588,673.1422929763794,
7,1.0,0.1,1.339930311557466,0.04231199062701348,2.3436012686881345,0.8773335813421064,0.06325819133042722,649.979837179184,
8,1.0,0.1,1.332696879173802,0.04205335312630091,2.319055943467976,0.7228238420412604,0.05873328042972008,664.1244344711304,
9,1.0,0.1,1.325288682332081,0.04229333623172303,2.3097600473239357,0.7941310371972818,0.052019338300446104,639.6980006694794,
10,1.0,0.1,1.3215149393651338,0.041713233131387854,2.2732639107292734,0.8882822796570516,0.05247531102985513,639.8292264938354,/home/projectwork/student_package/day11_day12/task12/day11b_pristine_rank/lambda_1.0/checkpoints/epoch_0010.pth
11,1.0,0.1,1.317433875113462,0.04150686258351249,2.260766691971669,0.8835062281484097,0.04985033939324374,639.507819890976,
12,1.0,0.1,1.3111404008042495,0.041702754690056354,2.248639907694496,0.8067582983886246,0.044567835674061355,639.4455060958862,
13,1.0,0.1,1.3044545456371477,0.04137962618677885,2.229914912185838,0.7910245677406809,0.040081888509329734,639.4111273288727,
14,1.0,0.1,1.3051001896372938,0.041381377491078015,2.2203904640094367,0.6255558001256623,0.041679763610923265,639.3938455581665,
15,1.0,0.1,1.300617416400825,0.04116312395616443,2.1950014870251175,0.7496566309338122,0.03995414070693466,639.5470311641693,/home/projectwork/student_package/day11_day12/task12/day11b_pristine_rank/lambda_1.0/checkpoints/epoch_0015.pth
16,1.0,0.1,1.2995966495138354,0.04115707265724123,2.187457443655065,0.7946150607503621,0.03969362671218483,639.3073449134827,
17,1.0,0.1,1.291333449308851,0.04098842563766953,2.1756216770252297,0.6138137787976096,0.03271837074735566,639.5241758823395,
18,1.0,0.1,1.292436337207271,0.04091894865959091,2.1500295076222544,0.6551387945766998,0.03651443497956278,639.31835770607,
19,1.0,0.1,1.3371023352694722,0.041652255943786784,2.210244921456396,0.7002222041113186,0.07441560914541856,639.3884484767914,
20,1.0,0.1,1.3115797975422008,0.041298598511787375,2.1803667165536798,0.7738719841547772,0.0522443100771037,640.7048306465149,/home/projectwork/student_package/day11_day12/task12/day11b_pristine_rank/lambda_1.0/checkpoints/epoch_0020.pth
21,1.0,0.1,1.3015450512940905,0.04084189008278525,2.153866132381743,0.5562510508879096,0.045279924797260694,641.453973531723,
22,1.0,0.1,1.3000748435480405,0.04089726245409883,2.139564277772355,0.652821295253471,0.04522115125067222,641.6791596412659,
23,1.0,0.1,1.2976150678849854,0.04079986084911939,2.1312311739256953,0.7135561555624008,0.0436920861602941,640.9340136051178,
24,1.0,0.1,1.2901935960339235,0.04054252739699014,2.119748246907133,0.7491237877480752,0.03767624337656601,639.6176815032959,
25,1.0,0.1,1.2868302895432024,0.04062098063429636,2.1267313609081033,0.753609947556943,0.03353616756788888,639.5144536495209,/home/projectwork/student_package/day11_day12/task12/day11b_pristine_rank/lambda_1.0/checkpoints/epoch_0025.pth
