epoch,l_total,l_pix,l_vgg,l_kl,l_rank,psnr,ssim,sz_auroc,grad_norm_pix,grad_norm_vgg,grad_norm_kl,w_vgg,beta_kl_eff
28,1.1992402822520603,0.025751575813698236,1.6118357142998805,0.8392171432475743,0.04922054389223551,,,,2.7344565361388073,8.195770589629717,8.50520573215372,0.1,1.0
29,1.1973904281310972,0.025547727784543464,1.5969971706519277,0.8693160259753318,0.04857193053398692,,,,2.729260375184744,9.188580255868349,7.97396622466422,0.1,1.0
30,1.1954871254971569,0.025366595873275576,1.5878077093542708,0.8834065362242719,0.04535903138814296,31.5871639251709,0.9497136026620865,1.0,4.169537111128833,6.95530905222688,7.765724834391742,0.1,1.0
31,1.1946498597933484,0.02530528472351902,1.5867199501143165,0.9029414776101041,0.042690322752070325,,,,1.0743725269586302,30.4844546466869,10.50501246552188,0.1,1.0
32,1.1931705294458033,0.024958436973902643,1.563597870901054,0.9085254132945344,0.04740921784777146,,,,0.8822676496102334,9.788422780091315,8.53545595174758,0.1,1.0
33,1.1915070336948381,0.024932363859391703,1.5588660668550836,0.8133649237911104,0.04274479526709155,,,,1.7926826973733336,6.903470805895737,8.150844294832297,0.1,1.0
34,1.1904451143286912,0.024832689526118647,1.55341599592522,0.7697345368057539,0.04108330018034067,,,,0.5693516306927208,11.90333112971942,7.464878340604828,0.1,1.0
35,1.1906232999924997,0.024714805386963596,1.5442695908038375,0.8056580334852387,0.04592613862143226,,,,4.072811818578727,9.299388171206868,7.616607858576007,0.1,1.0
36,1.188461791520095,0.024453057473522315,1.5306834941282004,0.8197218860263256,0.04376153732501157,,,,2.1358957918531627,4.390411473829875,7.9434137301491345,0.1,1.0
37,1.1912634967274927,0.024429324682675314,1.5295120583689628,0.818941110179792,0.05553185912068506,,,,1.9240851817922486,5.7195423739796425,8.594213789178408,0.1,1.0
38,1.1869121215632108,0.02432438421177417,1.5240739909793013,0.8126994897526493,0.04072134591036387,,,,0.24116113366073733,5.4684061574752825,8.683360628470805,0.1,1.0
39,1.1852541656339939,0.02421856131775314,1.515795033666032,0.8458128622663554,0.0378244057038719,,,,2.0178832158131264,9.931600927242675,8.318946132613249,0.1,1.0
40,1.1855396512234784,0.024208342678115932,1.511827838843438,0.8467531377699837,0.04059409069419952,42.08042335510254,0.9757429659366608,0.75,0.3917974196410798,8.17020995193344,8.4754888869614,0.1,1.0
41,1.1841410612486687,0.023996762900071134,1.5000632562200427,0.8607853732101162,0.04055189146991683,,,,1.0440809093603662,5.589627927398507,8.738299110255054,0.1,1.0
42,1.1824735379831905,0.023922444315037227,1.4930857856376452,0.8784042672187733,0.036970061992038214,,,,0.36908860444176766,4.480833834044036,9.230376731140586,0.1,1.0
43,1.1833108206392322,0.023901172446019046,1.4982625793783029,0.9042795184338666,0.03833355383041865,,,,1.407809995160406,8.040232421176421,9.286781314336876,0.1,1.0
44,1.1812584223735392,0.023778622779627615,1.4877179594429373,0.893535781509643,0.03483201455682182,,,,1.1131456562535433,7.743825099600063,9.96494573190429,0.1,1.0
45,1.180136716435007,0.02371726456564692,1.4809892363660964,0.8986332250965966,0.033282105027890994,,,,1.750125997113268,4.444794084111139,11.306243328224097,0.1,1.0
46,1.1807834441784404,0.02373945893708981,1.4837536235427975,0.8978118601179439,0.034674488192912564,,,,1.028337538133454,5.792352988989502,9.972566433414286,0.1,1.0
47,1.1809531461638993,0.023625894568190225,1.4725688836640782,0.9307039551078581,0.04028145245356037,,,,0.6892963622505919,5.058964429626566,11.16049113356202,0.1,1.0
48,1.1803370887169593,0.02361724195943197,1.4755860349135612,0.9443967591470747,0.03664497184002682,,,,0.43455897374055646,5.101948554679961,9.738594232828962,0.1,1.0
49,1.1793862581253052,0.02364281088671343,1.4733498144159665,0.9209951374611847,0.03363385907740153,,,,0.8176339121450474,5.1317671143287145,10.046677159775406,0.1,1.0
50,1.1786897230899551,0.023547771573684505,1.4642954792203398,0.8920988182523357,0.034849485625543,42.39359378814697,0.9763970226049423,1.0,0.33075153870471424,6.316479683955039,12.141113803665116,0.1,1.0
