method,image_id,sr_path,hr_path,lr_path,D_WACV,NIQE,LR_content,PSNR,SSIM,LPIPS,DISTS,D_WACV_z,LR_content_z,low_lrcontent_high_wacv_score,low_wacv_high_lrcontent_score
HAT,IMG_150,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/IMG_150_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/IMG_150_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_33.png,2794.323486328125,8.96964366780323,0.0765630900859832,17.716824949618623,0.5960792501767477,0.3628337383270263,0.2507404088973999,-1.9154557722970562,3.2942307058846554,-5.209686478181712,5.209686478181712
HAT,panasonic_187,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/panasonic_187_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_187_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_65.png,2789.42529296875,53.90941222065564,0.0647114440798759,14.655363234639472,0.5643832286198934,0.2957301735877991,0.3021806478500366,-2.4557462816607383,2.4237397535486838,-4.879486035209422,4.879486035209422
HAT,panasonic_145,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/panasonic_145_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_145_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_61.png,2788.886962890625,14.81499785668473,0.049590814858675,22.884834487009293,0.7821448842684428,0.2314070165157318,0.231173574924469,-2.515126263375682,1.3131454172092778,-3.82827168058496,3.82827168058496
HAT,DSC_1404,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1404_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1404_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_16.png,2810.42333984375,14.11789749454598,0.0772219374775886,22.803122216284912,0.83409583568573,0.1570515483617782,0.1929633021354675,-0.13957690871793008,3.3426223548646465,-3.4821992635825767,3.4821992635825767
HAT,IMG_118,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/IMG_118_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/IMG_118_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_28.png,2798.815185546875,11.688243550322714,0.0588918253779411,16.956785385900805,0.6113265752792358,0.3342956006526947,0.2145106792449951,-1.4200032083099645,1.996294871760202,-3.4162980800701668,3.4162980800701668
