method,image_id,sr_path,hr_path,lr_path,D_WACV,NIQE,LR_content,PSNR,SSIM,LPIPS,DISTS
HAT,sony_11,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_11_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_11_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_80.png,2812.181884765625,6.559423067821274,0.01393307838588953,28.007595030074086,0.6952195962270101,0.23883305490016937,0.19927281141281128
HAT,sony_116,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_116_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_116_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_79.png,2817.70947265625,8.39875680202484,0.019360709935426712,31.802555872282916,0.8405821522076925,0.1502050757408142,0.15544384717941284
HAT,sony_120,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_120_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_120_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_81.png,2809.94677734375,7.1759153896457315,0.03138814494013786,23.29766266996628,0.7836177150408427,0.15648677945137024,0.16024470329284668
HAT,sony_129,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_129_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_129_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_82.png,2801.094482421875,6.394578207253492,0.04196752980351448,22.215614325018905,0.46906059980392456,0.3812846541404724,0.21343040466308594
HAT,sony_158,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_158_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_158_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_83.png,2817.40771484375,12.930487491717638,0.027962932363152504,39.23136172762902,0.9461372097333273,0.18843203783035278,0.11860531568527222
HAT,sony_160,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_160_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_160_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_84.png,2824.43115234375,16.555739472829753,0.01991903968155384,38.39514317215841,0.9789565006891886,0.05217815190553665,0.16522228717803955
HAT,sony_169,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_169_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_169_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_85.png,2812.69287109375,15.685809343057766,0.04765067994594574,20.285706218843053,0.6917914152145386,0.16180573403835297,0.15721803903579712
HAT,sony_183,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_183_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_183_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_86.png,2818.52978515625,12.520730830982806,0.02145584486424923,28.72281588873311,0.9191428025563558,0.11033161729574203,0.19942349195480347
HAT,sony_189,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_189_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_87.png,2835.4716796875,17.647463278818606,0.02022157795727253,37.201275900563296,0.9847004612286886,0.03399094566702843,0.14419400691986084
HAT,sony_49,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_49_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_49_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_89.png,2818.653076171875,10.576829634313299,0.016200758516788483,33.512827772905844,0.8693220615386963,0.32291045784950256,0.24200189113616943
HAT,sony_53,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_53_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_53_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_90.png,2814.835693359375,8.38672828751476,0.03199651092290878,27.74491482549329,0.7299694617589315,0.24050483107566833,0.2112865447998047
HAT,sony_54,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_54_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_54_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_91.png,2802.1787109375,11.600384590787458,0.03281736373901367,25.608906324102072,0.7241563598314921,0.33603039383888245,0.2822169065475464
HAT,sony_80,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_80_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_80_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_92.png,2806.500244140625,7.804270956461324,0.030954565852880478,25.067205271903184,0.4952838122844696,0.30022186040878296,0.20208770036697388
HAT,sony_82,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/sony_82_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_82_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_93.png,2809.81005859375,7.508441668897621,0.032283272594213486,26.200057722376464,0.8048042058944702,0.25256791710853577,0.2033594846725464
